ticket_id,ticket_no,passenger_id,flight_id,seat,class,price_usd,booking_date,statuss
T0000341,TK4341,P003056,FL000341,20F,Premium Economy,4466,12/6/2024,Checked-In
T0000342,TK4342,P000217,FL000342,38D,Premium Economy,1003,12/7/2024,Booked
T0000343,TK4343,P000023,FL000343,53C,Economy,726,12/8/2024,Booked
T0000344,TK4344,P000184,FL000344,8C,Economy,2486,12/9/2024,Cancelled
T0000345,TK4345,P000405,FL000345,15D,Business,5802,12/10/2024,Booked
T0000346,TK4346,P003712,FL000346,34F,Economy,1667,12/11/2024,Booked
T0000347,TK4347,P004686,FL000347,13D,Premium Economy,9989,12/12/2024,Checked-In
T0000348,TK4348,P000288,FL000348,3B,Economy,927,12/13/2024,Checked-In
T0000349,TK4349,P001595,FL000349,60A,Economy,2357,12/14/2024,Booked
T0000350,TK4350,P000575,FL000350,27A,Economy,5286,12/15/2024,Booked
T0000351,TK4351,P004821,FL000351,44B,Premium Economy,1119,12/16/2024,Booked
T0000352,TK4352,P000899,FL000352,29B,Economy,5843,12/17/2024,Booked
T0000353,TK4353,P004423,FL000353,35C,Economy,788,12/18/2024,Booked
T0000354,TK4354,P000110,FL000354,38E,Economy,5560,12/19/2024,Booked
T0000355,TK4355,P004719,FL000355,35E,Economy,6247,12/20/2024,Booked
T0000356,TK4356,P000170,FL000356,18E,Economy,2429,12/21/2024,Booked
T0000357,TK4357,P004645,FL000357,36A,Economy,4334,12/22/2024,Cancelled
T0000358,TK4358,P000256,FL000358,51C,Economy,5663,12/23/2024,Booked
T0000359,TK4359,P000103,FL000359,51D,Economy,3393,12/24/2024,Booked
T0000360,TK4360,P000658,FL000360,13C,Economy,3842,12/25/2024,Booked
T0000361,TK4361,P002422,FL000361,43F,Economy,5615,12/26/2024,Booked
T0000362,TK4362,P000370,FL000362,56B,Economy,1245,12/27/2024,Booked
T0000363,TK4363,P001259,FL000363,2A,Economy,1007,12/28/2024,Booked
T0000364,TK4364,P000840,FL000364,47A,Business,3170,12/29/2024,Checked-In
T0000365,TK4365,P000540,FL000365,7F,Business,5457,12/30/2024,Booked
T0000366,TK4366,P000995,FL000366,57E,Premium Economy,10419,12/31/2024,Checked-In
T0000367,TK4367,P000242,FL000367,25C,Premium Economy,2900,1/1/2025,Booked
T0000368,TK4368,P002234,FL000368,54C,Economy,2090,1/2/2025,Booked
T0000369,TK4369,P000002,FL000369,34F,Economy,758,1/3/2025,Booked
T0000370,TK4370,P004293,FL000370,11B,Premium Economy,9947,1/4/2025,Booked
T0000371,TK4371,P000904,FL000371,58D,Business,23073,1/5/2025,Booked
T0000372,TK4372,P002335,FL000372,33D,Premium Economy,9918,1/6/2025,Booked
T0000373,TK4373,P002549,FL000373,11A,Economy,4384,1/7/2025,Booked
T0000374,TK4374,P001871,FL000374,56F,Economy,1072,1/8/2025,Booked
T0000375,TK4375,P000491,FL000375,27D,Economy,5616,1/9/2025,Cancelled
T0000376,TK4376,P000067,FL000376,41E,Economy,711,1/10/2025,Cancelled
T0000377,TK4377,P001811,FL000377,36D,Premium Economy,5142,1/11/2025,Booked
T0000378,TK4378,P000410,FL000378,31D,Economy,1522,1/12/2025,Booked
T0000379,TK4379,P000371,FL000379,59A,Economy,2415,1/13/2025,Booked
T0000380,TK4380,P003557,FL000380,4C,Economy,2741,1/14/2025,Booked
T0000381,TK4381,P002338,FL000381,18D,Premium Economy,1537,1/15/2025,Checked-In
T0000382,TK4382,P000339,FL000382,30C,Economy,1375,1/16/2025,Booked
T0000383,TK4383,P000360,FL000383,22C,Business,16386,1/17/2025,Checked-In
T0000384,TK4384,P000595,FL000384,18E,Economy,4736,1/18/2025,Booked
T0000385,TK4385,P000581,FL000385,36F,Economy,5049,1/19/2025,Booked
T0000386,TK4386,P000328,FL000386,59F,Economy,740,1/20/2025,Booked
T0000387,TK4387,P000121,FL000387,2F,Economy,1979,1/21/2025,Booked
T0000388,TK4388,P000624,FL000388,30A,Economy,1898,1/22/2025,Booked
T0000389,TK4389,P004434,FL000389,54A,Economy,950,1/23/2025,Checked-In
T0000390,TK4390,P001935,FL000390,47E,Business,18506,1/24/2025,Booked
T0000391,TK4391,P004077,FL000391,59D,Economy,5831,1/25/2025,Booked
T0000392,TK4392,P001348,FL000392,18D,Economy,4612,1/26/2025,Booked
T0000393,TK4393,P000340,FL000393,56E,Premium Economy,9335,1/27/2025,Booked
T0000394,TK4394,P000927,FL000394,31D,Economy,733,1/28/2025,Cancelled
T0000395,TK4395,P000001,FL000395,32C,Premium Economy,8608,1/29/2025,Checked-In
T0000396,TK4396,P000307,FL000396,29B,Economy,1225,1/30/2025,Checked-In
T0000397,TK4397,P000646,FL000397,19A,Business,3462,1/31/2025,Checked-In
T0000398,TK4398,P001010,FL000398,54D,Premium Economy,1760,2/1/2025,Booked
T0000399,TK4399,P001720,FL000399,58C,Premium Economy,2630,2/2/2025,Booked
T0000400,TK4400,P000730,FL000400,1C,Business,4138,2/3/2025,Booked
T0000401,TK4401,P000676,FL000401,5F,Economy,1064,2/4/2025,Booked
T0000402,TK4402,P000204,FL000402,42C,Economy,816,2/5/2025,Cancelled
T0000403,TK4403,P000749,FL000403,60C,Business,26223,2/6/2025,Booked
T0000404,TK4404,P004062,FL000404,23C,Economy,1256,2/7/2025,Checked-In
T0000405,TK4405,P003063,FL000405,3B,Premium Economy,1392,2/8/2025,Booked
T0000406,TK4406,P000162,FL000406,13C,Economy,1540,2/9/2025,Cancelled
T0000407,TK4407,P000081,FL000407,42B,Premium Economy,1655,2/10/2025,Booked
T0000408,TK4408,P000850,FL000408,60A,Economy,788,2/11/2025,Checked-In
T0000409,TK4409,P001513,FL000409,54A,Business,4579,2/12/2025,Booked
T0000410,TK4410,P000422,FL000410,47F,Economy,2797,2/13/2025,Checked-In
T0000411,TK4411,P003276,FL000411,4F,Premium Economy,1609,2/14/2025,Cancelled
T0000412,TK4412,P002636,FL000412,26A,Economy,5148,2/15/2025,Checked-In
T0000413,TK4413,P001892,FL000413,43E,Economy,5477,2/16/2025,Booked
T0000414,TK4414,P000214,FL000414,31A,Economy,873,2/17/2025,Booked
T0000415,TK4415,P000190,FL000415,2B,Economy,1160,2/18/2025,Booked
T0000416,TK4416,P000024,FL000416,57A,Economy,3365,2/19/2025,Booked
T0000417,TK4417,P000233,FL000417,3F,Economy,4893,2/20/2025,Booked
T0000418,TK4418,P000754,FL000418,11F,Economy,1331,2/21/2025,Checked-In
T0000419,TK4419,P003573,FL000419,5F,Business,5978,2/22/2025,Booked
T0000420,TK4420,P000070,FL000420,9C,Economy,4588,2/23/2025,Booked
T0000421,TK4421,P000610,FL000421,45D,Economy,1599,2/24/2025,Cancelled
T0000422,TK4422,P001483,FL000422,17A,Economy,6551,2/25/2025,Checked-In
T0000423,TK4423,P000185,FL000423,21E,Economy,5127,2/26/2025,Booked
T0000424,TK4424,P002116,FL000424,40C,Economy,932,2/27/2025,Booked
T0000425,TK4425,P000800,FL000425,13A,Economy,5873,2/28/2025,Cancelled
T0000426,TK4426,P000232,FL000426,25C,Economy,901,3/1/2025,Booked
T0000427,TK4427,P001733,FL000427,19F,Economy,5787,3/2/2025,Booked
T0000428,TK4428,P000006,FL000428,15A,Economy,1051,3/3/2025,Checked-In
T0000429,TK4429,P002635,FL000429,11A,Economy,5702,3/4/2025,Booked
T0000430,TK4430,P002816,FL000430,50C,Premium Economy,8129,3/5/2025,Booked
T0000431,TK4431,P000102,FL000431,43F,Economy,1100,3/6/2025,Checked-In
T0000432,TK4432,P000635,FL000432,10A,Economy,1224,3/7/2025,Booked
T0000433,TK4433,P000168,FL000433,43A,Economy,5426,3/8/2025,Checked-In
T0000434,TK4434,P004601,FL000434,13C,Economy,859,3/9/2025,Checked-In
T0000435,TK4435,P000856,FL000435,23A,Economy,992,3/10/2025,Booked
T0000436,TK4436,P000048,FL000436,14B,Economy,1247,3/11/2025,Booked
T0000437,TK4437,P000237,FL000437,9D,Economy,940,3/12/2025,Booked
T0000438,TK4438,P003560,FL000438,31B,Economy,4765,3/13/2025,Booked
T0000439,TK4439,P000710,FL000439,38F,Economy,962,3/14/2025,Cancelled
T0000440,TK4440,P003114,FL000440,42D,Economy,1921,3/15/2025,Cancelled
T0000441,TK4441,P001842,FL000441,29C,Economy,2598,3/16/2025,Booked
T0000442,TK4442,P004885,FL000442,26B,Economy,6564,3/17/2025,Booked
T0000443,TK4443,P001157,FL000443,59F,Economy,5527,3/18/2025,Booked
T0000444,TK4444,P004526,FL000444,29F,Business,21683,3/19/2025,Checked-In
T0000445,TK4445,P003969,FL000445,43B,Economy,5501,3/20/2025,Booked
T0000446,TK4446,P001321,FL000446,47D,Economy,522,3/21/2025,Cancelled
T0000447,TK4447,P002334,FL000447,9D,Economy,993,3/22/2025,Booked
T0000448,TK4448,P000824,FL000448,8C,Economy,955,3/23/2025,Booked
T0000449,TK4449,P003391,FL000449,41E,Economy,4974,3/24/2025,Booked
T0000450,TK4450,P000927,FL000450,44C,Economy,4171,3/25/2025,Booked
T0000451,TK4451,P004024,FL000451,35B,Economy,6017,3/26/2025,Booked
T0000452,TK4452,P002565,FL000452,49E,Premium Economy,9108,3/27/2025,Booked
T0000453,TK4453,P000753,FL000453,34D,Business,3011,3/28/2025,Booked
T0000454,TK4454,P000247,FL000454,20F,Business,25608,3/29/2025,Booked
T0000455,TK4455,P000235,FL000455,23C,Business,8565,3/30/2025,Checked-In
T0000456,TK4456,P001558,FL000456,15C,Economy,3874,3/31/2025,Booked
T0000457,TK4457,P002776,FL000457,36F,Economy,4837,4/1/2025,Checked-In
T0000458,TK4458,P000864,FL000458,5F,Premium Economy,2217,4/2/2025,Booked
T0000459,TK4459,P001455,FL000459,57F,Economy,1178,4/3/2025,Checked-In
T0000460,TK4460,P000278,FL000460,54D,Economy,828,4/4/2025,Booked
T0000461,TK4461,P000074,FL000461,44D,Economy,660,4/5/2025,Booked
T0000462,TK4462,P000304,FL000462,26E,Economy,4581,4/6/2025,Booked
T0000463,TK4463,P000271,FL000463,1A,Business,10028,4/7/2025,Booked
T0000464,TK4464,P000385,FL000464,17A,Premium Economy,3958,4/8/2025,Checked-In
T0000465,TK4465,P000908,FL000465,9C,Economy,5877,4/9/2025,Booked
T0000466,TK4466,P000132,FL000466,58B,Economy,5929,4/10/2025,Booked
T0000467,TK4467,P000220,FL000467,14A,Premium Economy,3512,4/11/2025,Booked
T0000468,TK4468,P002093,FL000468,17F,Business,8519,4/12/2025,Checked-In
T0000469,TK4469,P002211,FL000469,13E,Business,19164,4/13/2025,Booked
T0000470,TK4470,P000062,FL000470,49F,Economy,1193,4/14/2025,Booked
T0000471,TK4471,P000594,FL000471,43B,Premium Economy,3684,4/15/2025,Booked
T0000472,TK4472,P000914,FL000472,24A,Premium Economy,9158,4/16/2025,Checked-In
T0000473,TK4473,P000613,FL000473,34D,Economy,1824,4/17/2025,Booked
T0000474,TK4474,P000197,FL000474,11E,Premium Economy,8686,4/18/2025,Checked-In
T0000475,TK4475,P000623,FL000475,3F,Economy,768,4/19/2025,Booked
T0000476,TK4476,P004096,FL000476,46F,Economy,840,4/20/2025,Booked
T0000477,TK4477,P001049,FL000477,30E,Economy,4672,4/21/2025,Booked
T0000478,TK4478,P002108,FL000478,38C,Economy,952,4/22/2025,Cancelled
T0000479,TK4479,P003639,FL000479,27C,Premium Economy,7292,4/23/2025,Booked
T0000480,TK4480,P002774,FL000480,20C,Economy,724,4/24/2025,Booked
T0000481,TK4481,P000529,FL000481,31F,Economy,2247,4/25/2025,Booked
T0000482,TK4482,P000006,FL000482,18C,Economy,1518,4/26/2025,Booked
T0000483,TK4483,P000461,FL000483,4C,Premium Economy,8106,4/27/2025,Booked
T0000484,TK4484,P002659,FL000484,50D,Economy,4775,4/28/2025,Cancelled
T0000485,TK4485,P003608,FL000485,21C,Economy,632,4/29/2025,Booked
T0000486,TK4486,P004558,FL000486,31D,Economy,3250,4/30/2025,Cancelled
T0000487,TK4487,P000621,FL000487,51E,Premium Economy,8768,5/1/2025,Booked
T0000488,TK4488,P002602,FL000488,31A,Economy,5110,5/2/2025,Booked
T0000489,TK4489,P000923,FL000489,15C,Premium Economy,1317,5/3/2025,Booked
T0000490,TK4490,P001231,FL000490,41A,Economy,1806,5/4/2025,Booked
T0000491,TK4491,P000210,FL000491,24B,Premium Economy,2455,5/5/2025,Booked
T0000492,TK4492,P000209,FL000492,23B,Premium Economy,5663,5/6/2025,Cancelled
T0000493,TK4493,P000661,FL000493,30F,Economy,1136,5/7/2025,Booked
T0000494,TK4494,P000028,FL000494,3E,Business,19809,5/8/2025,Cancelled
T0000495,TK4495,P000424,FL000495,8A,Economy,3400,5/9/2025,Booked
T0000496,TK4496,P001952,FL000496,22A,Economy,801,5/10/2025,Checked-In
T0000497,TK4497,P000586,FL000497,12E,Economy,6402,5/11/2025,Booked
T0000498,TK4498,P000157,FL000498,11A,Business,12144,5/12/2025,Booked
T0000499,TK4499,P000736,FL000499,49B,Economy,3486,5/13/2025,Booked
T0000500,TK4500,P000122,FL000500,53D,Economy,4980,5/14/2025,Booked
T0000501,TK4001,P001412,FL000501,48D,Economy,913,5/15/2025,Booked
T0000502,TK4002,P000026,FL000502,32E,Business,12504,5/16/2025,Booked
T0000503,TK4003,P000561,FL000503,9C,Economy,3355,5/17/2025,Booked
T0000504,TK4004,P000966,FL000504,5B,Economy,5547,5/18/2025,Checked-In
T0000505,TK4005,P000026,FL000505,17D,Premium Economy,7399,5/19/2025,Cancelled
T0000506,TK4006,P001607,FL000506,55D,Economy,5438,5/20/2025,Cancelled
T0000507,TK4007,P000129,FL000507,51E,Economy,4644,5/21/2025,Booked
T0000508,TK4008,P000722,FL000508,3E,Economy,4367,5/22/2025,Booked
T0000509,TK4009,P000048,FL000509,51A,Economy,1878,5/23/2025,Cancelled
T0000510,TK4010,P000526,FL000510,16A,Premium Economy,6382,5/24/2025,Booked
T0000511,TK4011,P000202,FL000511,39F,Economy,738,5/25/2025,Booked
T0000512,TK4012,P000402,FL000512,56F,Premium Economy,7366,5/26/2025,Checked-In
T0000513,TK4013,P002732,FL000513,21F,Economy,4172,5/27/2025,Booked
T0000514,TK4014,P000526,FL000514,24F,Business,9366,5/28/2025,Booked
T0000515,TK4015,P002645,FL000515,58A,Premium Economy,9183,5/29/2025,Booked
T0000516,TK4016,P003404,FL000516,13E,Economy,3516,5/30/2025,Booked
T0000517,TK4017,P000240,FL000517,51B,Economy,1211,5/31/2025,Cancelled
T0000518,TK4018,P000078,FL000518,30B,Economy,5325,6/1/2025,Booked
T0000519,TK4019,P000019,FL000519,49F,Economy,4099,6/2/2025,Booked
T0000520,TK4020,P000907,FL000520,13B,Economy,2282,6/3/2025,Booked
T0000521,TK4021,P005000,FL000521,44D,Economy,5099,6/4/2025,Cancelled
T0000522,TK4022,P000457,FL000522,15E,Premium Economy,1346,6/5/2025,Booked
T0000523,TK4023,P001677,FL000523,12D,Premium Economy,8362,6/6/2025,Booked
T0000524,TK4024,P002922,FL000524,20D,Economy,4892,6/7/2025,Booked
T0000525,TK4025,P001692,FL000525,44D,Economy,3149,6/8/2025,Checked-In
T0000526,TK4026,P002666,FL000526,58D,Economy,1137,6/9/2025,Checked-In
T0000527,TK4027,P004522,FL000527,31A,Premium Economy,10170,6/10/2025,Booked
T0000528,TK4028,P000190,FL000528,41D,Economy,1337,6/11/2025,Booked
T0000529,TK4029,P000020,FL000529,44B,Economy,1788,6/12/2025,Booked
T0000530,TK4030,P000145,FL000530,29B,Economy,1237,6/13/2025,Cancelled
T0000531,TK4031,P000120,FL000531,52D,Economy,6541,6/14/2025,Booked
T0000532,TK4032,P001860,FL000532,13D,Economy,2961,6/15/2025,Booked
T0000533,TK4033,P000965,FL000533,9E,Economy,822,6/16/2025,Booked
T0000534,TK4034,P000208,FL000534,1D,Business,7026,6/17/2025,Booked
T0000535,TK4035,P002145,FL000535,29E,Premium Economy,1504,6/18/2025,Booked
T0000536,TK4036,P002786,FL000536,17D,Economy,5365,6/19/2025,Booked
T0000537,TK4037,P000160,FL000537,25C,Economy,2182,6/20/2025,Cancelled
T0000538,TK4038,P001269,FL000538,40B,Economy,1031,6/21/2025,Booked
T0000539,TK4039,P002606,FL000539,2F,Premium Economy,7469,6/22/2025,Booked
T0000540,TK4040,P000109,FL000540,48C,Economy,6232,6/23/2025,Booked
T0000541,TK4041,P003284,FL000541,57B,Premium Economy,8698,6/24/2025,Booked
T0000542,TK4042,P004665,FL000542,8D,Premium Economy,5777,6/25/2025,Checked-In
T0000543,TK4043,P000103,FL000543,45E,Economy,969,6/26/2025,Booked
T0000544,TK4044,P000025,FL000544,10E,Economy,1229,6/27/2025,Booked
T0000545,TK4045,P000366,FL000545,12A,Economy,3499,6/28/2025,Booked
T0000546,TK4046,P001935,FL000546,22F,Economy,732,6/29/2025,Checked-In
T0000547,TK4047,P004603,FL000547,28A,Economy,3679,6/30/2025,Booked
T0000548,TK4048,P000568,FL000548,26F,Economy,930,7/1/2025,Checked-In
T0000549,TK4049,P002293,FL000549,32E,Premium Economy,3596,7/2/2025,Booked
T0000550,TK4050,P000073,FL000550,12C,Premium Economy,3779,7/3/2025,Booked
T0000551,TK4051,P002061,FL000551,3C,Economy,1308,7/4/2025,Cancelled
T0000552,TK4052,P001459,FL000552,18C,Economy,6037,7/5/2025,Booked
T0000553,TK4053,P000097,FL000553,24F,Economy,1390,7/6/2025,Booked
T0000554,TK4054,P002839,FL000554,5F,Economy,5585,7/7/2025,Booked
T0000555,TK4055,P003578,FL000555,54E,Economy,1787,7/8/2025,Cancelled
T0000556,TK4056,P001204,FL000556,11C,Economy,5121,7/9/2025,Booked
T0000557,TK4057,P000116,FL000557,27A,Economy,2702,7/10/2025,Booked
T0000558,TK4058,P004847,FL000558,25E,Premium Economy,9939,7/11/2025,Cancelled
T0000559,TK4059,P002936,FL000559,12F,Economy,1169,7/12/2025,Booked
T0000560,TK4060,P000450,FL000560,54A,Economy,4319,7/13/2025,Booked
T0000561,TK4061,P000643,FL000561,57E,Business,19176,7/14/2025,Booked
T0000562,TK4062,P000506,FL000562,28C,Economy,4978,7/15/2025,Booked
T0000563,TK4063,P000827,FL000563,36D,Economy,4353,7/16/2025,Booked
T0000564,TK4064,P000436,FL000564,53F,Economy,5325,7/17/2025,Booked
T0000565,TK4065,P003571,FL000565,55D,Economy,5633,7/18/2025,Booked
T0000566,TK4066,P003313,FL000566,55C,Economy,2187,7/19/2025,Booked
T0000567,TK4067,P000101,FL000567,5A,Premium Economy,9039,7/20/2025,Booked
T0000568,TK4068,P004628,FL000568,47A,Economy,1298,7/21/2025,Cancelled
T0000569,TK4069,P001539,FL000569,55A,Economy,4820,7/22/2025,Booked
T0000570,TK4070,P003373,FL000570,11B,Economy,5042,7/23/2025,Booked
T0000571,TK4071,P002220,FL000571,56D,Economy,740,7/24/2025,Booked
T0000572,TK4072,P000660,FL000572,23B,Economy,1592,7/25/2025,Booked
T0000573,TK4073,P002472,FL000573,58C,Premium Economy,4856,7/26/2025,Booked
T0000574,TK4074,P004673,FL000574,7A,Premium Economy,2129,7/27/2025,Booked
T0000575,TK4075,P000267,FL000575,12C,Economy,5145,7/28/2025,Booked
T0000576,TK4076,P003178,FL000576,56F,Business,26611,7/29/2025,Booked
T0000577,TK4077,P000904,FL000577,11B,Economy,5076,7/30/2025,Booked
T0000578,TK4078,P000774,FL000578,5D,Premium Economy,6344,7/31/2025,Booked
T0000579,TK4079,P000660,FL000579,9D,Economy,5738,8/1/2025,Booked
T0000580,TK4080,P002445,FL000580,44F,Economy,774,8/2/2025,Booked
T0000581,TK4081,P000263,FL000581,17D,Business,10751,8/3/2025,Booked
T0000582,TK4082,P003592,FL000582,6A,Economy,6039,8/4/2025,Booked
T0000583,TK4083,P003392,FL000583,13B,Economy,4833,8/5/2025,Booked
T0000584,TK4084,P000083,FL000584,41E,Economy,4516,8/6/2025,Booked
T0000585,TK4085,P003876,FL000585,32F,Economy,3596,8/7/2025,Booked
T0000586,TK4086,P000232,FL000586,31C,Premium Economy,7686,8/8/2025,Booked
T0000587,TK4087,P000729,FL000587,59F,Economy,3791,8/9/2025,Checked-In
T0000588,TK4088,P001299,FL000588,22C,Economy,931,8/10/2025,Booked
T0000589,TK4089,P000526,FL000589,24B,Business,6769,8/11/2025,Booked
T0000590,TK4090,P000028,FL000590,36D,Business,14318,8/12/2025,Booked
T0000591,TK4091,P003585,FL000591,26F,Premium Economy,10018,8/13/2025,Booked
T0000592,TK4092,P000173,FL000592,56D,Premium Economy,7079,8/14/2025,Booked
T0000593,TK4093,P000202,FL000593,37B,Economy,5280,8/15/2025,Booked
T0000594,TK4094,P003080,FL000594,49E,Premium Economy,9402,8/16/2025,Booked
T0000595,TK4095,P000434,FL000595,31F,Economy,5600,8/17/2025,Checked-In
T0000596,TK4096,P003864,FL000596,59A,Business,21075,8/18/2025,Cancelled
T0000597,TK4097,P002162,FL000597,51A,Economy,4756,8/19/2025,Booked
T0000598,TK4098,P000282,FL000598,33B,Economy,4249,8/20/2025,Booked
T0000599,TK4099,P000010,FL000599,45A,Economy,3352,8/21/2025,Booked
T0000600,TK4100,P004507,FL000600,1E,Business,17164,8/22/2025,Booked
T0000601,TK4101,P000082,FL000601,4C,Economy,2575,8/23/2025,Booked
T0000602,TK4102,P002341,FL000602,23A,Economy,1794,8/24/2025,Booked
T0000603,TK4103,P000786,FL000603,30F,Business,20843,8/25/2025,Booked
T0000604,TK4104,P002703,FL000604,22B,Economy,1871,8/26/2025,Booked
T0000605,TK4105,P002061,FL000605,47C,Economy,1932,8/27/2025,Booked
T0000606,TK4106,P001637,FL000606,17F,Economy,3980,8/28/2025,Booked
T0000607,TK4107,P000791,FL000607,45E,Business,8083,8/29/2025,Booked
T0000608,TK4108,P003033,FL000608,23E,Economy,1991,8/30/2025,Cancelled
T0000609,TK4109,P000089,FL000609,57B,Economy,1671,8/31/2025,Booked
T0000610,TK4110,P000211,FL000610,39E,Economy,4748,9/1/2025,Booked
T0000611,TK4111,P002072,FL000611,3F,Economy,519,9/2/2025,Booked
T0000612,TK4112,P000353,FL000612,16A,Business,2997,9/3/2025,Checked-In
T0000613,TK4113,P001025,FL000613,47B,Economy,5376,9/4/2025,Booked
T0000614,TK4114,P000749,FL000614,24F,Economy,5658,9/5/2025,Booked
T0000615,TK4115,P000886,FL000615,52F,Economy,6215,9/6/2025,Booked
T0000616,TK4116,P000636,FL000616,38A,Economy,1200,9/7/2025,Checked-In
T0000617,TK4117,P002587,FL000617,59E,Economy,4175,9/8/2025,Booked
T0000618,TK4118,P000411,FL000618,41D,Premium Economy,8260,9/9/2025,Cancelled
T0000619,TK4119,P002178,FL000619,31E,Premium Economy,11394,9/10/2025,Cancelled
T0000620,TK4120,P000269,FL000620,36F,Economy,1882,9/11/2025,Checked-In
T0000621,TK4121,P000239,FL000621,13B,Economy,1123,9/12/2025,Booked
T0000622,TK4122,P000115,FL000622,11D,Economy,3805,9/13/2025,Booked
T0000623,TK4123,P000183,FL000623,39A,Economy,3280,9/14/2025,Booked
T0000624,TK4124,P000114,FL000624,45C,Economy,2158,9/15/2025,Booked
T0000625,TK4125,P000898,FL000625,32E,Premium Economy,8783,9/16/2025,Booked
T0000626,TK4126,P002741,FL000626,29E,Economy,5541,9/17/2025,Booked
T0000627,TK4127,P000176,FL000627,47F,Economy,5637,9/18/2025,Booked
T0000628,TK4128,P000206,FL000628,23B,Premium Economy,8857,9/19/2025,Checked-In
T0000629,TK4129,P000775,FL000629,37B,Economy,4358,9/20/2025,Booked
T0000630,TK4130,P002384,FL000630,39A,Economy,1193,9/21/2025,Booked
T0000631,TK4131,P004778,FL000631,50D,Economy,5834,9/22/2025,Booked
T0000632,TK4132,P000872,FL000632,43C,Economy,1987,9/23/2025,Cancelled
T0000633,TK4133,P000298,FL000633,6C,Economy,2113,9/24/2025,Checked-In
T0000634,TK4134,P000096,FL000634,58E,Premium Economy,1817,9/25/2025,Checked-In
T0000635,TK4135,P000185,FL000635,7A,Economy,1064,9/26/2025,Booked
T0000636,TK4136,P000217,FL000636,56D,Premium Economy,10361,9/27/2025,Booked
T0000637,TK4137,P000171,FL000637,54E,Premium Economy,1836,9/28/2025,Booked
T0000638,TK4138,P000014,FL000638,40F,Economy,1954,9/29/2025,Booked
T0000639,TK4139,P000894,FL000639,4A,Economy,5532,9/30/2025,Booked
T0000640,TK4140,P000277,FL000640,58B,Economy,1127,10/1/2025,Booked
